Parcel PIN,Unit Type,GIS Loud ID,Permit Year Issued,Planning Subarea,Project Subdivision,Town,Election District,Housing Units,POINT_X_SP,POINT_Y_SP
128382270000,SFA,242884,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766226.42,7018705.241
128382357000,SFA,242866,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766237.46,7018576.27
128382570000,SFA,242886,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766254.27,7018709.968
128382658000,SFA,242868,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766265.31,7018580.997
128383058000,SFA,242870,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766307.21,7018588.109
128383359000,SFA,242872,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766335.06,7018592.836
128383559000,SFA,242874,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766358.73,7018596.852
128383760000,SFA,242876,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766378.44,7018600.199
128384060000,SFA,242878,8/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766402.34,7018604.149
128385150000,SFA,242938,4/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766512.28,7018500.473
128385350000,SFA,242940,4/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766535.79,7018505.739
128385550000,SFA,242942,4/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766555.4,7018509.685
128385851000,SFA,242944,4/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766583.1,7018515.257
128386152000,SFA,242946,3/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766617.9,7018522.26
128386452000,SFA,242948,3/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766641.67,7018527.044
128386653000,SFA,242950,3/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766661.28,7018530.989
128386853000,SFA,242952,3/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766688.95,7018536.349
128387476000,SFA,242970,1/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766749.1,7018762.546
128387572000,SFA,242968,6/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766756.11,7018727.744
128387667000,SFA,242964,6/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766766.41,7018676.521
128387670000,SFA,242966,6/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766761.68,7018700.049
128387761000,SFA,242960,2/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766778.99,7018614.023
128387764000,SFA,242962,6/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766771.98,7018648.826
128387857000,SFA,242956,2/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766787.72,7018570.643
128387859000,SFA,242958,2/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766783.77,7018590.25
128387954000,SFA,242954,2/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766793.29,7018542.948
128487383000,SFA,242976,1/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766734.8,7018833.622
128487478000,SFA,242972,1/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766744.32,7018786.32
128487480000,SFA,242974,1/1/16,DULLES,CARDINE/TORRIS,,DULLES,1,11766740.37,7018805.927
128491756001,MFS,235272,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767174.95,7019620.256
128491756002,MFS,235284,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767176.08,7019612.94
128491756003,MFS,235290,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767184.28,7019564.934
128491756004,MFS,235282,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767186.22,7019555.295
128491756005,MFS,235288,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767196.77,7019510.919
128491756006,MFS,235280,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767169.31,7019630.026
128491756007,MFS,235276,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767173.29,7019604.154
128491756008,MFS,235278,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767179.62,7019570.473
128491756009,MFS,235294,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767183.91,7019546.54
128491756010,MFS,235286,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767193.54,7019516.255
128492838001,MFS,235415,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767196.46,7019389.701
128492838002,MFS,235419,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767218.49,7019388.632
128492838003,MFS,235427,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767240,7019388.084
128492838004,MFS,235424,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767264.11,7019389.098
128492838005,MFS,235431,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767289.52,7019388.55
128492838006,MFS,235437,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767313.48,7019388.669
128492838007,MFS,235439,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767337.7,7019387.975
128492838008,MFS,235442,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767375.06,7019387.736
128492838009,MFS,235417,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767206.31,7019389.166
128492838010,MFS,235425,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767230.16,7019387.056
128492838011,MFS,235412,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767253.49,7019388.33
128492838012,MFS,235429,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767275.51,7019390.126
128492838013,MFS,235435,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767299.36,7019388.276
128492838014,MFS,235434,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767324.86,7019388.395
128492838015,MFS,235441,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767349.08,7019387.846
128492838016,MFS,235443,1/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767362.95,7019388.157
128496066000,MFS,235262,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767050.97,7019600.191
128496066000,MFS,235263,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767039.14,7019632.872
128496066000,MFS,235266,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767049.27,7019581.906
128496066000,MFS,235268,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767054.55,7019577.132
128496066000,MFS,235270,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767047.83,7019624.259
128496066000,MFS,235274,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767047.07,7019593.946
128496066000,MFS,235295,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767056.97,7019530.332
128496066000,MFS,235297,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767064.65,7019525.815
128496066000,MFS,235298,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767059.5,7019549.033
128496066000,MFS,235300,9/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767055.28,7019540.517
128496066000,MFS,235304,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767066.18,7019466.781
128496066000,MFS,235307,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767071.69,7019474.616
128496066000,MFS,235308,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767068.51,7019456.899
128496066000,MFS,235309,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767076.23,7019403.578
128496066000,MFS,235311,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767083.54,7019396.494
128496066000,MFS,235313,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767075.8,7019451.299
128496066000,MFS,235315,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767076.96,7019421.312
128496066000,MFS,235317,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767075.09,7019412.475
128496066000,MFS,235323,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767087.18,7019365.705
128496066000,MFS,235325,6/1/16,DULLES,EAST GATE 3 CONDOMINIUM,,DULLES,1,11767082.03,7019360.131
130191812000,SFD,250744,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767181.63,7008121.985
130194198000,SFD,250738,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767414.6,7007985.509
130194994000,SFD,250736,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767492.25,7007940.017
130196681000,SFD,251558,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767661.88,7007814.958
130198982000,SFD,250746,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767896.52,7007827.034
131494036000,SFD,252116,9/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767465.7,7007333.654
131494650000,SFD,252118,9/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767505.27,7007489.895
131495266000,SFD,248368,3/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767522.94,7007657.809
131495881000,SFD,251624,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767532.51,7006853.929
131497608000,SFD,251600,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767655.16,7007125.987
131498338000,SFD,251614,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767764.47,7007409.015
131498422000,SFD,251638,8/1/16,DULLES,ELKLICK PRESERVE,,DULLES,1,11767732.77,7007255.486
138183443000,SFD,241084,9/1/16,15NTH,FALCONAIRE,,CATOCT,1,11760322.83,7124329.661
138282410000,SFD,249546,5/1/16,15NTH,FALCONAIRE,,CATOCT,1,11760178.55,7125191.331
138370731000,SFD,250788,9/1/16,15NTH,FALCONAIRE,,CATOCT,1,11759269.69,7126447.689
138374193000,SFD,250428,6/1/16,15NTH,FALCONAIRE,,CATOCT,1,11759450.06,7125991.169
138475684000,SFD,249094,3/1/16,15NTH,FALCONAIRE,,CATOCT,1,11759352.2,7126702.943
139384038000,SFD,245448,7/1/16,15NTH,LEES CROSSING,,CATOCT,1,11760083.29,7122358.929
140491174000,SFD,246572,7/1/16,15NTH,LEES CROSSING,,CATOCT,1,11761105.16,7119472.805
154150616000,SFD,242594,8/1/16,ASHBRN,BELMONT GLEN VILLAGE,,BLURDG,1,11757074.09,7060169.476
154151404000,SFD,250492,6/1/16,ASHBRN,BELMONT GLEN VILLAGE,,BLURDG,1,11757154.04,7060052.891
154152791000,SFD,250680,6/1/16,ASHBRN,BELMONT GLEN VILLAGE,,BLURDG,1,11757267.16,7059922.113
154157561000,SFD,234660,1/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11757758.61,7060616.54
154157942000,SFD,234631,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11757799.95,7060427.142
154158248000,SFD,234643,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11757821.43,7060486.27
154158454000,SFD,234650,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11757847.64,7060543.455
154158759000,SFD,234656,4/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11757878.42,7060598.319
154159165000,SFD,234664,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11757913.36,7060650.777
154159570000,SFD,234672,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11757950.95,7060701.147
154167174000,SFA,240964,6/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758716.01,7060747.228
154260783000,SFD,249230,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758077.27,7060838.595
154267579000,SFA,240957,6/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758755.79,7060790.319
154275379000,SFA,240264,1/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759536.38,7060794.648
154275894000,SFA,240226,1/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759582.17,7060948.131
154365746000,SFA,242652,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758571.54,7062466.167
154366143000,SFA,242648,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758615.16,7062434.791
154366641000,SFA,242644,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758665.07,7062417.329
154367139000,SFA,242642,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758711.27,7062392.912
154367398000,SFA,242684,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758736.44,7061988.972
154367536000,SFA,242640,6/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758757.39,7062368.142
154367674000,SFA,242674,4/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758763.58,7062745.831
154368034000,SFA,242636,6/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758806.14,7062343.124
154368172000,SFA,242672,4/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758812,7062725.854
154368533000,SFA,242634,6/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758857.65,7062330.015
154368570000,SFA,242670,3/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758858.95,7062703.894
154369068000,SFA,242668,3/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758905.9,7062681.934
154369130000,SFA,242632,6/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758913.75,7062309.843
154369565000,SFA,242666,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758952.85,7062659.973
154369729000,SFA,242626,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758976.95,7062298.794
154370314000,SFA,242610,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759034.01,7062148.068
154370331000,SFA,242630,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759031.48,7062312.929
154370619000,SFA,242614,3/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759065.8,7062192.211
154370923000,SFA,242618,3/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759095.95,7062234.378
154371227000,SFA,242622,4/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759126.96,7062277.765
154371532000,SFA,242628,4/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759158.14,7062321.424
154371691000,SFD,250038,6/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759161.34,7061914.98
154372193000,SFD,242710,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759216.18,7061932.285
154373083000,SFD,242704,5/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759306.5,7061832.153
154373296000,SFD,242714,3/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759322.98,7061965.99
154373798000,SFD,242716,3/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11759376.39,7061982.843
154379910000,SFA,242692,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758994.85,7062105.472
154379963000,SFA,242664,2/1/16,ASHBRN,GOOSE CREEK PRESERVE,,BLURDG,1,11758999.8,7062638.013
160161049000,SFD,250790,8/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758103.75,7036496.994
160163929000,SFD,245272,3/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758395.96,7036298.413
160163977000,SFA,236079,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758399.05,7035779.866
160164080000,SFA,236077,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758408.59,7035807.814
160166332000,SFD,233473,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758634.29,7036322.683
160166829000,SFD,233481,1/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758681.62,7036290.93
160168319000,SFD,233471,6/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758833.54,7036198.096
160168918000,SFD,233467,6/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758893.65,7036183.343
160170118000,SFD,233494,1/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11759016.47,7036189.612
160170719000,SFD,233506,3/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11759073.13,7036197.958
160174196000,SFD,250724,6/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11759413.58,7035955.706
160174793000,SFD,233583,2/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11759476.58,7035937.604
160175391000,SFD,233591,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11759532.74,7035917.428
160176588000,SFD,233587,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11759654.52,7035885.943
160178807000,SFD,233523,6/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11759887.37,7036075.489
160201461000,SFD,227706,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11762144.65,7037613.696
160208042000,SFA,241196,8/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762805.19,7037421.587
160208044000,SFA,241198,8/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762809.29,7037446.248
160208146000,SFA,241200,8/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762812.57,7037465.978
160208148000,SFA,241202,8/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762815.85,7037485.706
160208150000,SFA,241204,8/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762819.13,7037505.436
160208153000,SFA,241206,8/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762819.79,7037530.797
160208661000,SFA,241208,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762860.25,7037619.29
160208664000,SFA,241210,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762864.84,7037643.853
160208666000,SFA,241212,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762868.03,7037663.602
160208768000,SFA,241214,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762871.19,7037683.35
160208770000,SFA,241216,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762874.35,7037703.099
160208772000,SFA,241218,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762877.51,7037722.847
160208874000,SFA,241220,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762881.81,7037747.31
160291777000,SFA,238050,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761171.83,7037771.845
160291875000,SFA,238052,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761188.62,7037754.699
160292073000,SFA,238059,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761205.42,7037737.552
160292272000,SFA,238056,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761222.21,7037720.405
160292370000,SFA,238058,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761239,7037703.259
160292568000,SFA,238068,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761255.8,7037686.112
160292766000,SFA,238061,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761278.24,7037663.192
160292956000,SFA,238079,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761294.92,7037567.779
160293158000,SFA,238077,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761315.82,7037588.245
160293360000,SFA,238064,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761332.97,7037605.038
160293562000,SFA,238070,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761350.11,7037621.831
160293663000,SFA,238074,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761367.26,7037638.623
160293865000,SFA,238072,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761384.41,7037655.416
160294067000,SFA,238065,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761401.55,7037672.209
160294269000,SFA,238063,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761421.4,7037692.219
160300557000,SFD,227832,1/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11762048.74,7038590.101
160309553008,MFS,243290,1/1/16,ASHBRN,RIDGES AT LOUDOUN VALLEY CONDO,,BLURDG,1,11762920.45,7038531.36
160309553009,MFS,243290,1/1/16,ASHBRN,RIDGES AT LOUDOUN VALLEY CONDO,,BLURDG,1,11762920.45,7038531.36
160309553011,MFS,243290,1/1/16,ASHBRN,RIDGES AT LOUDOUN VALLEY CONDO,,BLURDG,1,11762920.45,7038531.36
160309553017,MFS,243290,1/1/16,ASHBRN,RIDGES AT LOUDOUN VALLEY CONDO,,BLURDG,1,11762920.45,7038531.36
160309782000,SFA,241370,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB4,,BLURDG,1,11762977.67,7037829.633
160390282000,SFA,237990,5/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761026.24,7037828.938
160390485000,SFA,237994,5/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761041.15,7037854.208
160390587000,SFA,237980,5/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761053.62,7037874.714
160390689000,SFA,237983,5/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761066.09,7037895.219
160390791000,SFA,237988,5/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761078.57,7037915.725
160390993000,SFA,237986,5/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761091.04,7037936.231
160391096000,SFA,237979,5/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761106.17,7037961.484
160391307000,SFA,237996,9/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761137.88,7038076.282
160391579000,SFA,238048,3/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761151.43,7037792.774
160391606000,SFA,238002,9/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761162.87,7038061.083
160391804000,SFA,237992,9/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761183.38,7038048.613
160392003000,SFA,238006,9/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761203.88,7038036.142
160392202000,SFA,237998,9/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761224.39,7038023.671
160392401000,SFA,238000,9/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761244.88,7038011.162
160392699000,SFA,238011,9/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11761269.62,7037995.441
160402840000,SFD,238996,4/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11762283.86,7039405.06
160404328000,SFD,239001,2/1/16,ASHBRN,LOUDOUN VALLEY ESTATES 2 LB5,,BLURDG,1,11762437.71,7039283.588
161362867000,SFA,235625,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758285.97,7034670.327
161362969000,SFA,235623,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758294.64,7034698.299
161363072000,SFA,235621,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758302.96,7034720.812
161363174000,SFA,235618,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758311.28,7034743.324
161363176000,SFA,235612,7/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758319.59,7034765.836
161364065000,SFA,235617,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758403.83,7034651.502
161364364000,SFA,235619,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758430.69,7034640.928
161364563000,SFA,235630,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758453.2,7034632.61
161364762000,SFA,235632,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758475.71,7034624.291
161364961000,SFA,235634,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758498.23,7034615.973
161365260000,SFA,235636,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758520.74,7034607.655
161365459000,SFA,235638,5/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758547.94,7034597.604
161366451000,SFA,235639,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758644.26,7034514.644
161366554000,SFA,235641,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758653.72,7034541.994
161366656000,SFA,235645,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758662.04,7034564.506
161366758000,SFA,235648,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758670.36,7034587.019
161366760000,SFA,235642,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758678.68,7034609.531
161366863000,SFA,235644,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758687,7034632.044
161366965000,SFA,235655,4/1/16,DULLES,BRAMBLETON LANDBAY 3,,BLURDG,1,11758697.05,7034659.246
