Parcel PIN,Unit Type,GIS Loud ID,Permit Year Issued,Planning Subarea,Project Subdivision,Town,Election District,Housing Units,POINT_X_SP,POINT_Y_SP
202403092000,SFD,252126,9/1/16,DULLES,EVERMONT TRACE,,BLURDG,1,11756303.82,7034925.728
202403820000,SFD,250820,8/1/16,DULLES,EVERMONT TRACE,,BLURDG,1,11756389.48,7035201.588
202404502000,SFD,250854,9/1/16,DULLES,EVERMONT TRACE,,BLURDG,1,11756450.42,7035020.335
202404579000,SFD,250846,9/1/16,DULLES,EVERMONT TRACE,,BLURDG,1,11756452.06,7034794.539
202452065000,SFD,224646,4/1/16,DULLES,GRANGE AT WILLOWSFORD,,BLURDG,1,11751185.52,7035684.384
204150021000,SFD,237814,5/1/16,DULLES,STONE RIDGE LAND BAY 4,,DULLES,1,11750990.04,7024211.686
204150410000,SFD,236339,8/1/16,DULLES,STONE RIDGE LAND BAY 4,,DULLES,1,11751043.12,7024104.58
204150456000,SFD,236328,6/1/16,DULLES,STONE RIDGE LAND BAY 4,,DULLES,1,11751040.4,7024560.335
204151746000,SFD,236330,8/1/16,DULLES,STONE RIDGE LAND BAY 4,,DULLES,1,11751171.46,7024461.403
205308627000,SFD,252104,9/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756864.42,7022271.56
205309222000,SFD,247458,9/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756921.54,7022229.353
205309719000,SFD,247454,9/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756979.8,7022194.403
205400114000,SFA,250624,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11756018.06,7023147.638
205400316000,SFA,250626,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11756031.99,7023163.353
205400417000,SFA,250628,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11756045.92,7023179.069
205400619000,SFA,250630,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11756061.84,7023197.03
205400721000,SFA,250632,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11756075.77,7023212.745
205400822000,SFA,250638,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11756089.66,7023228.514
205401025000,SFA,250642,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11756107.82,7023250.612
205407281000,SFD,246074,5/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756728.55,7022812.268
205407879000,SFD,246072,5/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756787.17,7022796.375
205408478000,SFD,246108,5/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756847.02,7022785.776
205408994000,SFD,251550,9/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756903.63,7022945.513
205409078000,SFD,246102,5/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756907.63,7022780.175
205409595000,SFD,246086,9/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756955.46,7022950.24
205409678000,SFD,246100,6/1/16,DULLES,EASTVIEW AT STONE RIDGE,,DULLES,1,11756967.76,7022780.73
205409912000,SFA,250622,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11755999.34,7023126.241
205499020000,SFA,250634,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11755907.02,7023208.061
205499222000,SFA,250636,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11755924.03,7023226.977
205499324000,SFA,250640,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11755937.95,7023242.693
205499526000,SFA,250644,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11755953.87,7023260.653
205499627000,SFA,250646,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11755967.8,7023276.369
205499829000,SFA,250648,8/1/16,DULLES,EASTVIEW AT STONE RIDGE 2,,DULLES,1,11755984.73,7023295.416
207151990000,SFD,251668,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751174.84,7011924.026
207154400000,SFD,250046,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751442.79,7012008.925
207154793000,SFD,244227,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751477.25,7011935.562
207155681000,SFD,244172,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751565.35,7011814.261
207155717000,SFD,241101,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751576.5,7012171.247
207156102000,SFD,244231,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751615.84,7012026.989
207156544000,SFD,250034,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751654.86,7012446.037
207156596000,SFD,244229,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751655.52,7011962.795
207157090000,SFA,244225,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751706.5,7011907.154
207157207000,SFD,241114,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751728.57,7012078.838
207157435000,SFD,241106,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751744.47,7012358.238
207157701000,SFD,241108,3/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751776.32,7012012.187
207157855000,SFD,250890,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751775.16,7012556.999
207157941000,SFD,241105,3/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751799.05,7012419.11
207158496000,SFD,241110,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751841.28,7011962.296
207158558000,SFD,241099,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751859.44,7012589.503
207159181000,SFD,252098,9/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751913.09,7011811.177
207159360000,SFD,249106,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751937.36,7012603.611
207160891000,SFD,243494,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752081.67,7011910.1
207167821000,SFD,242548,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752789.58,7012217.112
207168619000,SFD,242546,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752866.68,7012196.605
207169316000,SFD,242544,3/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752939.55,7012164.412
207170251000,SFD,245206,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753023.33,7012511.643
207170482000,SFD,242530,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753040.36,7011826.388
207170719000,SFD,245192,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753072.41,7012190.916
207171472000,SFD,245174,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753145.83,7012724.567
207172055000,SFD,250758,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753203.98,7012550.897
207172414000,SFD,245190,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753240.42,7012148.382
207172547000,SFD,245204,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753258.61,7012471.424
207172660000,SFD,245170,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753265.93,7012609.206
207172838000,SFD,245200,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753280.1,7012387.908
207173167000,SFD,245172,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753316.05,7012670.62
207178885001,MFS,232983,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753905.25,7011904.702
207178885002,MFS,232981,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753903.18,7011896.284
207178885003,MFS,232979,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753903.18,7011877.939
207178885004,MFS,232977,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753900.29,7011869.934
207178885005,MFS,232985,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753904.01,7011856.966
207178885006,MFS,232973,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753901.53,7011846.479
207178885007,MFS,232971,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753901.53,7011833.098
207178885008,MFS,232969,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753898.63,7011827.575
207178885009,MFS,232975,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753902.35,7011799.156
207178885010,MFS,232967,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753899.87,7011808.816
207179988000,SFD,242534,7/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752999.85,7011883.563
207180303000,MFS,232841,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754087.93,7012126.507
207180303000,MFS,232843,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754077.8,7012121.378
207180303000,MFS,232847,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754053.88,7012127.322
207180303000,MFS,232849,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754039.91,7012120.674
207180303000,MFS,232851,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754031.43,7012128.534
207180303000,MFS,232853,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754014.38,7012121.931
207180303000,MFS,232855,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754059.99,7012116.471
207180303000,MFS,232865,1/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754006.7,7012127.514
207180303000,MFS,232939,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754007.64,7011715.199
207180303000,MFS,232941,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754004.55,7011707.644
207180303000,MFS,232943,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754006.79,7011691.912
207180303000,MFS,232947,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754006.65,7011667.559
207180303000,MFS,232949,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754001.79,7011660.004
207180303000,MFS,232951,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754003.67,7011643.916
207180303000,MFS,232955,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754001.92,7011683.646
207180303000,MFS,232957,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754005,7011754.878
207180303000,MFS,232959,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754010.38,7011761.228
207180303000,MFS,232961,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754008.72,7011779.988
207180303000,MFS,232963,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754004.52,7011787.843
207180303000,MFS,232965,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754006.24,7011738.601
207180303000,MFS,233051,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754154.26,7011987.556
207180303000,MFS,233053,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754143.79,7011993.126
207180303000,MFS,233057,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754118.89,7011988.424
207180303000,MFS,233059,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754107.01,7011994.278
207180303000,MFS,233061,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754095.97,7011990.229
207180303000,MFS,233063,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754078.82,7011886.701
207180303000,MFS,233065,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754128.23,7011991.624
207180303000,MFS,233067,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754052.42,7011885.106
207180303000,MFS,233069,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754043.62,7011882.309
207180303000,MFS,233071,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754030.02,7011888.31
207180303000,MFS,233073,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754020.03,7011885.114
207180303000,MFS,233075,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754068.82,7011883.104
207180303000,MFS,233077,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753996.03,7011886.318
207180303000,MFS,233085,8/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754006.83,7011884.316
207180303000,MFS,233177,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754073.51,7011991.469
207180303000,MFS,233179,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754057.87,7011995.831
207180303000,MFS,233181,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754048.36,7011993.141
207180303000,MFS,233187,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754011.57,7011996.415
207180303000,MFS,233189,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754000.83,7011994.338
207180303000,MFS,233191,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754024.45,7011992.666
207180303000,MFS,233193,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754034.87,7011995.05
207180303000,MFS,233195,4/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11754082.7,7011992.014
207256251000,SFD,249676,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751633.37,7013513.779
207262513000,SFD,234949,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752255.22,7013130.186
207267649000,SFD,245146,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752766.05,7013494.597
207267839000,SFD,245142,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752780.08,7013395.159
207268195000,SFD,245152,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752816.08,7012958.149
207268313000,SFD,245160,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752830.25,7013131.974
207268333000,SFD,245140,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752838.33,7013330.379
207268619000,SFD,245164,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752862.33,7013199.586
207269293000,SFD,245150,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752922.04,7012937.522
207269352000,SFD,245148,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752935.85,7013523.855
207269745000,SFD,245144,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752970.87,7013453.811
207269801000,SFD,245154,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752982.37,7013012.423
207270008000,SFD,245158,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753002.62,7013089.473
207270315000,SFD,245162,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753034.21,7013159.992
207270753000,SFD,245182,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753078.8,7013533.043
207271145000,SFD,251356,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753114.62,7013456.682
207272132000,SFD,250784,7/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753214.24,7013324.174
207272462000,SFD,245186,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753244.23,7013625.976
207272947000,SFD,245180,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753296.18,7013472.922
207357823000,SFD,249090,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751768.43,7014242.752
207456580000,SFD,249226,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751669.43,7014810.744
208381968000,SFD,239061,3/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754191.3,7010685.947
208382871000,SFD,239070,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754285.32,7010713.139
208384360000,SFD,249064,1/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754429.63,7010621.532
208384368000,SFD,239065,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754438.7,7010681.715
208387559000,SFD,239072,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754750.8,7010599.058
208393040000,SFD,239097,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11755306.62,7010402.272
208393435000,SFD,239103,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11755348.23,7010357.11
208394018000,SFD,239101,1/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11755401.23,7010185.95
208455348000,SFD,244211,9/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751530.42,7011484.903
208455945000,SFD,244209,9/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751592.25,7011450.158
208456872000,SFD,244168,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751682.23,7011720.305
208457468000,SFD,244166,7/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751748.93,7011685.74
208460003000,SFD,243480,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752001.32,7011033.765
208460009000,SFD,250488,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11751995.75,7011100.254
208460025000,SFD,251390,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752002.53,7011251.389
208460234000,SFD,243484,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752026.72,7011342.755
208460452000,SFD,243490,8/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752044.22,7011523.41
208460724000,SFD,243540,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752077.38,7011243.41
208460961000,SFD,243514,1/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752098.01,7011617.161
208461505000,SFD,243532,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752157.22,7011056.343
208461523000,SFD,249216,2/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752152.38,7011236.879
208461760000,SFD,250690,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752155.31,7011608.401
208462105000,SFD,243530,3/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752215.95,7011050.656
208462704000,SFD,243528,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752274.67,7011044.951
208468851000,SFD,242570,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11752889.77,7011514.932
208470435000,SFD,242558,9/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753040.58,7011352.261
208470877000,SFD,242526,3/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753080.91,7011770.566
208471271000,SFD,242522,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753121.47,7011714.743
208472060000,SFD,242516,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753202.81,7011603.157
208473272000,SFD,242524,6/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11753326.15,7011729.688
208478372001,MFS,232819,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753767.04,7011708.522
208478372002,MFS,233049,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753777.51,7011711.459
208478372003,MFS,233047,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753793.56,7011704.928
208478372004,MFS,233055,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753801.91,7011710.05
208478372005,MFS,233043,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753815.58,7011701.683
208478372006,MFS,233041,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753825.52,7011709.136
208478372007,MFS,233039,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753838.71,7011703.841
208478372008,MFS,233037,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753848.86,7011709.061
208478372009,MFS,233045,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753864.38,7011703.745
208478372010,MFS,233033,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753872.91,7011708.581
208478372011,MFS,233029,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753897.66,7011701.837
208478372012,MFS,233031,3/1/16,DULLES,VIRGINIA MANOR,,BLURDG,1,11753890.45,7011708.197
208484612000,SFD,239055,1/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754465.1,7011125.593
208484694000,SFD,239053,9/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754466.67,7010940.205
208487793000,SFD,239071,5/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754776.68,7010936.712
208487882000,SFD,239078,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754783.76,7010822.022
208487887000,SFD,239077,4/1/16,DULLES,SEVEN HILLS,,BLURDG,1,11754782.55,7010879.512
209177977000,SFD,244974,5/1/16,DULLES,MARBURY,,BLURDG,1,11753793.58,7004770.007
209178447000,SFD,244962,3/1/16,DULLES,MARBURY,,BLURDG,1,11753842.28,7004475.868
209180255000,SFD,244964,2/1/16,DULLES,MARBURY,,BLURDG,1,11754027.2,7004555.252
209180844000,SFD,250438,5/1/16,DULLES,MARBURY,,BLURDG,1,11754110.45,7004442.235
209184237000,SFD,244958,2/1/16,DULLES,MARBURY,,BLURDG,1,11754422,7004373.308
209184803000,SFD,245934,3/1/16,DULLES,MARBURY,,BLURDG,1,11754487.33,7004031.066
209185167000,SFD,244972,3/1/16,DULLES,MARBURY,,BLURDG,1,11754513.21,7004678.075
209185279000,SFD,250658,6/1/16,DULLES,MARBURY,,BLURDG,1,11754527.33,7003795.41
209185309000,SFD,245938,2/1/16,DULLES,MARBURY,,BLURDG,1,11754535.55,7004099.932
209185344000,SFD,244960,2/1/16,DULLES,MARBURY,,BLURDG,1,11754539.43,7004448.562
209185916000,SFD,245940,5/1/16,DULLES,MARBURY,,BLURDG,1,11754591.31,7004161.489
209186453000,SFD,244966,5/1/16,DULLES,MARBURY,,BLURDG,1,11754643.63,7004536.618
209186522000,SFD,245944,4/1/16,DULLES,MARBURY,,BLURDG,1,11754654.63,7004221.843
209187028000,SFD,245948,5/1/16,DULLES,MARBURY,,BLURDG,1,11754708.36,7004287.704
209187635000,SFD,245952,5/1/16,DULLES,MARBURY,,BLURDG,1,11754760.24,7004353.859
209187909000,SFD,245936,6/1/16,DULLES,MARBURY,,BLURDG,1,11754792.06,7004098.987
209189732000,SFD,245950,3/1/16,DULLES,MARBURY,,BLURDG,1,11754972.91,7004323.778
209199775000,SFD,242503,6/1/16,DULLES,MARBURY,,BLURDG,1,11755970.93,7004753.104
209199866000,SFD,242505,2/1/16,DULLES,MARBURY,,BLURDG,1,11755985.31,7004665.566
209277301000,SFD,244982,7/1/16,DULLES,MARBURY,,BLURDG,1,11753737.88,7005010.817
209277514000,SFD,244988,6/1/16,DULLES,MARBURY,,BLURDG,1,11753756.07,7005142.718
209277788000,SFD,244978,8/1/16,DULLES,MARBURY,,BLURDG,1,11753771.27,7004888.833
209278425000,SFD,244992,4/1/16,DULLES,MARBURY,,BLURDG,1,11753840.56,7005256.992
209279731000,SFD,244996,9/1/16,DULLES,MARBURY,,BLURDG,1,11753975.13,7005315.266
209280887000,SFD,245002,8/1/16,DULLES,MARBURY,,BLURDG,1,11754087.43,7004872.636
209285505000,SFD,244984,2/1/16,DULLES,MARBURY,,BLURDG,1,11754554.46,7005054.893
209291854000,SFD,231476,8/1/16,DULLES,MARBURY,,BLURDG,1,11755189.41,7005549.248
209293129000,SFD,242483,2/1/16,DULLES,MARBURY,,BLURDG,1,11755319.3,7005292.057
209293256000,SFD,242471,2/1/16,DULLES,MARBURY,,BLURDG,1,11755321.04,7005568.182
209293265000,SFD,242467,8/1/16,DULLES,MARBURY,,BLURDG,1,11755325.25,7005655.048
209293274000,SFD,242463,8/1/16,DULLES,MARBURY,,BLURDG,1,11755328.07,7005742.032
209295152000,SFD,242473,6/1/16,DULLES,MARBURY,,BLURDG,1,11755514.59,7005526.772
209295161000,SFD,242469,8/1/16,DULLES,MARBURY,,BLURDG,1,11755515.33,7005612.762
209295169000,SFD,242465,9/1/16,DULLES,MARBURY,,BLURDG,1,11755519.46,7005698.213
209296512000,SFD,242487,4/1/16,DULLES,MARBURY,,BLURDG,1,11755657.94,7005122.238
209296555000,SFD,242447,3/1/16,DULLES,MARBURY,,BLURDG,1,11755656.54,7005555.399
209296572000,SFD,250500,6/1/16,DULLES,MARBURY,,BLURDG,1,11755673.21,7005718.909
209296663000,SFD,242443,5/1/16,DULLES,MARBURY,,BLURDG,1,11755660.64,7005639.724
209296846000,SFD,242451,9/1/16,DULLES,MARBURY,,BLURDG,1,11755682.38,7005463.455
209298465000,SFD,242441,6/1/16,DULLES,MARBURY,,BLURDG,1,11755846.47,7005651.304
209298547000,SFD,242449,9/1/16,DULLES,MARBURY,,BLURDG,1,11755854.09,7005476.009
209299583000,SFD,242501,2/1/16,DULLES,MARBURY,,BLURDG,1,11755952.87,7004838.956
209396281000,SFD,249112,2/1/16,DULLES,MARBURY,,BLURDG,1,11755626.32,7005812.551
209396404000,SFD,242431,9/1/16,DULLES,MARBURY,,BLURDG,1,11755649.06,7006042.361
209398092000,SFD,242435,2/1/16,DULLES,MARBURY,,BLURDG,1,11755807.51,7005924.256
210478193000,SFD,245984,4/1/16,DULLES,MARBURY,,BLURDG,1,11753812.28,7002935.768
210478781000,SFD,245976,8/1/16,DULLES,MARBURY,,BLURDG,1,11753875.39,7002811.367
210481891000,SFD,245982,6/1/16,DULLES,MARBURY,,BLURDG,1,11754184.7,7002915.414
210483918000,SFD,245930,9/1/16,DULLES,MARBURY,,BLURDG,1,11754396.94,7003188.995
210484309000,SFD,245928,9/1/16,DULLES,MARBURY,,BLURDG,1,11754435.14,7003092.817
210486074000,SFD,245966,8/1/16,DULLES,MARBURY,,BLURDG,1,11754600.36,7003740.307
220492587000,SFD,244948,8/1/16,15NTH,,,CATOCT,1,11749375.64,7135505.571
223256391000,SFD,5298,8/1/16,15NTH,WATERFORD RIDGE,,CATOCT,1,11745574.16,7121504.983
224292143000,SFD,249706,6/1/16,15NTH,HISTORIC SELMA ESTATES,,CATOCT,1,11749210.29,7117432.252
224388702000,SFD,239462,6/1/16,15NTH,HISTORIC SELMA ESTATES,,CATOCT,1,11748931.7,7118116.412
224390532000,SFD,239484,3/1/16,15NTH,HISTORIC SELMA ESTATES,,CATOCT,1,11749142.81,7118416.561
224496841000,SFD,247694,2/1/16,15NTH,MAPLE SPRING,,CATOCT,1,11749687,7119282.571
231189654000,SFA,245824,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748992.96,7088460.856
231189654000,SFA,245826,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748989.08,7088486.827
231189654000,SFA,245828,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748985.4,7088507.035
231189654000,SFA,245830,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748980.95,7088529.812
231189654000,SFA,245832,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748976.43,7088554.466
231189654000,SFA,245834,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748973.58,7088581.131
231189654000,SFA,245836,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748969.28,7088606.902
231189654000,SFA,245838,8/1/16,LEESBG,CRESCENT PLACE SUBDIVISION,LEESBG,LEESBG,1,11748966.71,7088631.061
231190954000,SFA,247047,6/1/16,LEESBG,CRESCENT PLACE CONDOMINIUM,LEESBG,LEESBG,1,11749136.58,7088527.077
